"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.608248480E-1,1.670190215E0,-4.115654826E-1,9.973284721E0
7.705098480E-1,1.641476393E0,-3.302095234E-1,9.805787086E0
7.801939630E-1,1.718046665E0,-4.115654826E-1,9.647860527E0
7.898789630E-1,1.832902193E0,-5.694918036E-1,9.595218658E0
7.995642230E-1,1.603191137E0,-1.627119333E-1,9.600004196E0
8.092494840E-1,1.507478237E0,6.699903309E-2,9.853643417E0
8.189332860E-1,1.339980721E0,4.067798555E-1,9.992427826E0
8.286187020E-1,1.406979680E0,4.211367965E-1,1.017906761E1
8.383042750E-1,1.435693622E0,4.498506486E-1,1.054756260E1
8.479896920E-1,1.545763373E0,4.211367965E-1,1.057149029E1
8.576743270E-1,1.713261008E0,5.168496966E-1,1.028435135E1
8.673592230E-1,1.904686809E0,5.407779217E-1,9.973284721E0
8.770442230E-1,1.976471543E0,6.412764788E-1,9.466006279E0
8.867294840E-1,1.904686809E0,7.465606928E-1,9.169296265E0
8.964143790E-1,1.890329838E0,2.679961324E-1,9.403793335E0
9.060994840E-1,1.804188251E0,1.531406492E-1,9.853643417E0
9.157846920E-1,1.143769264E0,7.657032609E-1,1.050927734E1
9.254696920E-1,1.148554921E0,1.368694544E0,1.045663452E1
9.351546920E-1,1.426122308E0,1.473978758E0,1.050927734E1
9.448407340E-1,1.545763373E0,1.526620865E0,1.037527943E1
9.545274000E-1,1.579262972E0,1.445264935E0,1.012164021E1
9.642126610E-1,1.627119422E0,1.387837172E0,1.013599682E1
9.738989110E-1,1.617548108E0,1.655833244E0,1.030827999E1
9.835860980E-1,1.574477315E0,2.081755638E0,1.043749237E1
9.932726090E-1,1.521835208E0,2.373680115E0,1.049013424E1
1.002957036E0,2.517249346E0,2.641676188E0,1.085384369E1
1.012642400E0,3.369094372E0,3.038884640E0,1.118883896E1
1.022330213E0,4.072584152E0,3.330809116E0,1.113619614E1
1.032014952E0,3.340380430E0,3.043670416E0,1.052841949E1
1.041702088E0,3.225524902E0,2.885744095E0,1.070070267E1
1.051388077E0,2.995813847E0,3.172882795E0,1.042313576E1
1.061073859E0,2.790031195E0,3.048455954E0,9.968499184E0
1.070758129E0,2.641676188E0,2.656033039E0,9.700503349E0
